text,sentiment
yalnızlık değil ki bu biraz unutulmuş gibiyim,0
depresyon dedikleri bu mu sanki yavaş yavaş her şeyden ve herkesten vazgeçiyorum,0
bitmez dediğim her şey bitti gitmez dediğim herkesin gittiği gibi,0
karanlık bir ışıkla dehşet verir aslında çünkü yalnız kalamazsın gölgen vardır yanında,0
enjekte ettim tüm hayallerimi karanlığa,0
yürüdüğümüz yollardan geçtim fark yalnızlık şimdi tek başıma odamdayım soğuk ve karanlık,0
şizofrenik ruhum intihara meyilli ölmek istiyorum ölemiyorum,0
herkes senin nasıl göründüğünü bilir çok az insan nasıl olduğunu hisseder,0
yalnızlığımı örttüğüm yalnız bedenler terk etti beni,0
bugün depresyona girmeyi düşünüyorum gelmek isteyen varsa cips sigara rakı alsın gelsin,0
i̇nsanlar köprü fakat yerde duvar ördükleri için yalnız kalırlar,0
birkaç gerçek önündeyim yine çıktı bak tansiyon bir depresyon otelindeyim adı dünya tam pansiyon,0
ölmek için sebebim yok fakat yaşamak için sınırdayım,0
depresyon nasıl bir şey diye sordu sen boğulurken etrafındaki herkesin nefes aldığını görmek gibi dedim,0
beni hayallerimin bittiği yere asın,0
acının umutları yok ettiği anda umutları yeşertecek bir sevgiye ihtiyaç duyarsan ben hep o bildiğin adresteyim,0
ben aslında hep yalnızdım sadece birileri gelip gidiyordu,0
hiç ayrılmayacak gibi önce sonra hiç kavuşamayacak gibi sımsıkı güldüler birbirlerine,0
biri uzağa gitti biri hep uzaklara baktı geceleri,0
sesini duysam da her an yüzünü görmek değil özlediğimi bil her an hiçbir şey yüzünü görmek gibi değil,0
hayallerim var gerçek olmayan umutlarım var bir türlü hayallerime ulaşamayan bir sevdiğim var,0
uzaktan bile görülmeyen bir derdim çaresi ölüm olan,0
yine akşam oluyor yine kalbim yanıyor sensiz bahar gelmiyor,0
sen olmayınca bahçemde güller açmıyor,0
her gün sevda çekipte gülünmüyor değil mi bir güzelden başkası sevilmiyor değil mi,0
hani bensiz olurdun olunmuyor değil mi,0
hep kalanlara gidenleri kattım bir gün yerine geçemediler,0
o kalanlara gidenleri kattım yine bir tane sen edemediler,0
gül filizlendiği günden itibaren güneşe aşıktır her ne kadar güneş her gece ayın görkemine kapılıp gülü bıraksa da,0
gül yıldızlara kanıp güneşi unutmaz,0
bir ömür boyu seninleyim desende istemem artık,0
çünkü sen rüzgarın coşturduğu bir toz bulutusun bugün bana esersin yarın ellere,0
yalnızım yapayalnız hayat yolunda belki arkamdan gidenler,0
fakat bakmazlar artık bana beni güldürün fakat ağlarım ben bedenim alışmış ne olsa,0
değersiz olmanın nasıl bir şey olduğunu bilemezsin ne yaptığın kimsenin umurunda olmaz ben hayatımın her gününü bu şekilde yaşıyorum,0
böyle hassas konularda biraz daha araştırmacı ve duyarlı olsanız keşke,0
ceren özdemir in katilini ihbar eden esnaf “i̇nsanlar duyarsız davranıyor böyle olmamak lazım,0
kadın öldürmek bir terördür tv açıyoruz her gün kadın cinayeti görüyoruz,0
durdurmak yine bizim elimizde toplum olarak duyarlı olmamız lazım,0
cahillik hep zaten bu ülkede bir konuya duyarli olunsa dişimi kiricam,0
engelliler meselesinde yeterli dert ve duyarlılık sahibi değiliz,0
duyarsız bir çalışan bürokrat ve siyasetçi meselenin vitrin kısmıyla ilgili daha çok millete bakarsan,0
millet engellileri uzaktan tercih ediyor,0
zaten en büyük hatalardan biri bunun gitmesiydi,0
cidden laf anlatılacak adam değilsin,0
ya da akıl yaşın buna uygun değil iyi kafa ütüledin,0
insanlarda liyakat olmayınca oturdukları koltukların hakkını veremiyorlar maalesef,0
bütün durum şu dilekçeyle eksiklikler bildirildi mi evet ödenek var mı,0
yok ben bu eksiklikleri uygun yollarla giderdim mi evet sonra kaynanamın kulağına gitmiş bizlerden bağımsız,0
bu memleketin jeopolitik konumu küfürsüz yaşamaya uygun değil,0
ulan ülkede beton alana vatandaşlık veriliyor be koruyamadık girip bakmak yeterli,0
vatandaşlığa uygun konut vatandaşı olmanın eşittiri bu mu vatandaşlığımızı koruyamadık hangi değerden bahsediyorsunuz,0
haklısın yalnız boş pazarlama taktiği bence daha uygun olur zibilyon tane greksiz websitesi arasından sıyrılmak çok daha zor,0
halkımız açlıkla uğraşıyor insanımız parasızlık sebebi ile intihar ediyor,0
suç çekilirken insan hakları göz önünde bulundurularak ceza evleri buna uygun hale getirilsin diyoruz hapis kalksın,0
sizin için vitrinliktir eşit olamaz fıtrata uygun değil reddeden kadın eksiktir yarımdır tek kariyeri çalıştığı için işsizlik kölelik var,0
normalde yüksek sesli şarkı dinlemezdim sonra bir gün insanların çok fazla konuştuğunu fark ettim sesini açtım tüm şarkıların,0
baştan sona saçmalık yalan dolan çakma devamını değil umarım anlatabilmişimdir çünkü bu milletin yüzde yetmişi okumuyor tarihini bu dizilerden,0
rahatsızlık vermiyorsa ve karşı taraf uygun sohbet ediyorsa sıkıntı olmaması lazım karşı taraf reddediyorsa kesinlikle karşıyım,0
size uygun değil dolandırıcı falan yalan dolan sen ayaksın kimse karı kız peşinde değil hadi bakalım yolcu yolunda gerek,0
yıkık sizin için çok uygun bir rumuz,0
faşist yönetim bizi bıktırdı,0
şu aciz kulların olarak senden ne para ne pul ne şan ne şöhret ne şöbiyet hiçbir şey istemiyoruz,0
şu talebe kullarından adet kar topunu esirgedin,0
var benim makul sebeplerim anlatsam aklın durur,0
beni görmezden gelmesini sinirimi bozuyor,0
i̇lişkilerde nasıl daha az canım yanar ve daha az hayal kırıklığına uğrarım diye düşünüp çözümü bağlanmama umursamama,0
ve takılma kültüründe arıyorlar ben hayatımda daha mantıklı bir davranış görmedim,0
tempolu bir hayatta insanı çalışmalarından en az uzaklaştıracak kişi gayet makul,0
onu yapma bu bizim için makul değil,0
maç olmasa siyaset olmasa doğamızdaki hayvanın gereği olan şiddet ve pisliği nerde icra edebiliriz ki,0
insanlar edebiyat fen konuşurlarken veya ihtilafa düşünce böyle yapmıyorlardır heralde,0
bilgi ve gelişmişliğin makul hudutları için var a gidilip bi çizgi çekilse acep,0
bunca emek bu kadar haksızlık boşa gitmemeli yetkililer ellerinden gelenin daha fazlasını yapmalı bizler makul sayıda atama istiyoruz,0
afişi zerre beğenmedim o kadar özensiz ve sade hiçbir şey yok resmen,0
bunun makul hiçbir açıklaması olamaz umarım bu mobbinge bir an önce son verirler,0
yapmayın arkadaş ezik oynuyoruz biz böyle bir oyunu kabul ededemeyiz neresini beğeniyorsunuz bu futbolun,0
gerçekten çok itici thy içinde en iyi bilanço beklentisi olan dönemi hiç etmiş,0
ben kalp kırmam benim kalbimi kıranların gözü kalmış olabilir evet,0
nefretimi her anımda belli etmeliyim,0
nasıl bana bakmaz bu nasıl ya hühühühü,0
kızın biri jüriden kritik alırken birden ağlayarak sınıftan çıktı ortamımız muazzam direkt cehennemlik,0
buna ben sebep olmus olabilirim,0
olum nasi bi herifsin ya sen bu kadar kötü bir şey görmedim,0
çok mu eziyorlar seni varoş diye,0
farkında mısınız artık herkes birbirine benzemeye başladı yöresel ve geleneksel farklılıklar azaldı,0
ve kültürel bağlamda coğrafyamızda homojenlik hakim gezelim görelimcilere malzeme kalmaz yakında,0
bana hiçbir faydasını görmedim ve kötü hissediyorum,0
bilmiyom malesef ya bende kulaklıga asırı para vericek bütçe yok fakat istiyorum bi yandan da sen biraz kullan yorumlamana göre alayım,0
gözlerimin etrafında siyah torbacıklar olması ve benim yavaş yavaş bir hasta olmam,0
bunun burda neyi kötü anlamıyorum gereksiz bir insan,0
çok sıkıldım ve üzgünüm erken diye uyuyamıyorum hastayım,0
canım sıkıldı keşke buralarda birileri olsa fakat yoksunuz işte yok,0
o kadar kısa mı hayat üzülüyorum sebepsiz gerçekleşen kötü olaylara,0
yanlış olduğunu düşünsem ölücem kıskançlıktan,0
sıkıntılı bi flörtüm vardı saçma fakat canı sıkılınca sokakta patates diye bağıran nerdesin ya,0
çok pişmanım nolur beni bul birlikte bağıralım,0
keşke fakat değiştiricek malesef bu saçma insanlar yüzünden,0
neredeyse bütün yoonkook ficlerini okudum ficsizlik sendromu yaşıyorum,0
hasta olmam diye diye hasta oldum,0
spor yapmaya başladım spor yaparken canım acıyor otururken canım acıyor gülerken karnım acıyor lanet olsun boşboğaz gibi yediğim günlere,0
şuan öyleyim biliyor musun,0
bu ortamlar gerçek mi ya rol yapıyolar diye umuyodum,0
pantolona 0 0 lira para verip birde paçasının yarısını kestiriyorum,0
benim değil olmuyor o söylediğin,0
hayır hiç haketmedin,0
daha güzel bir şey bekliyordum senden fakat yapmadın,0
şimdi sensizliğin naklen mutsuzluğum yayınlanıyor ve herkes çektiğim sensizlik acısını canlı izliyor i̇nanır mısın,0
be sevgilim yokluğun reyting rekorları kırıyor,0
örselenmiş bir çocukluk işte benim bütün hikâyem kaç sevda geçse üzerinden bu yıkıntıları onaramazsın,0
i̇stersen hiç başlamasın geç kalmışız birbirimize yanlış kapılarda geçmiş bunca yıl dönemeyiz artık,0
ilk gençliğimize istersen hiç başlamasın söz verelim kendimize,0
sorarlarsa beni sana sevilmeden seviyordu ne kadarda saftı o kadar seviyordu ki kaldıramadım i̇çin bir ateş yaktım halen yanıyor,0
gitmeyince aramayınca eridi bitti bir dünyası vardı onu da ben kararttım kendi eliyle bir çukur kazdı ben gömdüm,0
benim zaten hiç gücüm yok yüzüm yok hiç umudum yok fakat bil ki farklı bir hayaldi i̇şkenceydi,0
bazen bazen çok güzeldi fakat anlıyorum sesinden kurtulmuşsun sen nokta konmuş bitmiş en güzel hikâyem,0
mızıkçılık yapmadan oyununun kuralına uyup yalanlarına inanıyormuş gibi yaptım devam etmiştim beni sevdiğine inanmaya,0
eskiden karanlıklardan ve yağmurlardan korkardım şimdi ise yağmurlar gözyaşım oldu karanlıklar ise sırdaşım oldu,0
üç yanlışım oldu tanıdım güvendim inandım bir doğrum oldu sevdim fakat üç yanlış bir doğruyu sildi,0
eğer bir insanı gerçekten unutmak istiyorsan onunla yaşadıklarını değil onun sana yaşattıklarını hatırla,0
senin sevdiğini sanmıştım ya da öyle olmasını istediğim için kendimi buna inandırmıştım,0
kimine git dersin değerli olursun kimini canından çok seversin gereksiz olursun,0
sen kalmaya bir neden bulamadın ya ben ölmeye ne bahaneler bulurum şimdi,0
bazen insan ‘seni seviyorum’ diyemez sadece ‘sana da iyi geceler’ demekle yetinir,0
arada bir yokluyorsun sol yanımı öyle bir seni seviyorum dedin ki inan olsun kalbime indin,0
adın ki en güzel kelimedir dağarcığımda ne zaman ansam kelimelerim kendini asar darağacında,0
kimseyi kırmayayım diyorum bir bakıyorum kendim paramparçayım,0
bazen sadece seninle konuşsun istersin fakat o herkesle konuşur sana susar,0
yüreğim hep gururuyla övündü burada gidene dur denilmiyor,0
ne olurdu zamanla geçecek değil zamanla gelecek deselerdi,0
gel birbirimizin kadrini bilelim çünkü ansızın ayrılacağız birbirimizden,0
hayatta sevmem’ dedin ya bunun ahireti var umutlanıyor insan işte,0
canı yanan sabretsin canı yakan canının yanacağı günü beklesin,0
seviyorum sevmenin acı verdiğini her sevenin sevilmediği bile bile,0
ama yine bir umut taşıyorum belki seven sevilir diye,0
güneşin doğduğu yerde parlayan bir ışık görürsenbilki senin için yanan kalbimdir,0
bazen sana gayesiz raslantısal bakardım sense kaçırırdın gözlerini benden,0
oysa sana bakarken gözlerinde kalbini görürdüm gözlerin olmadan da kalbini göreceğimden habersizdin,0
hatta sana bakmadan seni hissettiğimi bilmezdin,0
titrer durur ellerim yanında vücudum ürpermeyle dolar üşüyorum ben yanında çünkü varlığın içime serinlik veriyor,0
i̇çim o kadar senle doldu ki i̇nsanlar seni göz bebeklerimde görürler diye bakmaya korkar oldum,0
öyle güzeldin ki fakat bir gün anladım yüzündeki güzelliğin ruhundan geldiğin,0
iöyle güzeldin ki anladım seni güzel gören benim gözlerimdi,0
eğilip gözlerime baktı seni seyredebilir miyim dedi usulcacık sandım eylemlerin insanların gözlerimde,0
yüzümde oynaşmasını seyredecek dedim belli belirsiz yumdu gözlerini şaşırdımsonra anladım ki kalbinde seyrediyordu beni,0
gelecekten pek umutlu değilim artık adı gelecek olsa ne olur seninle gelmedikten sonra,0
başkasını sevmen bana acı verir mi sandın sen beni sevmemiştin ki zaten çocuktum işte öyle inanmıştım ki döneceğine,0
